price(thousand dollard),m2_living,grade,m2_above,bathrooms,view,m2_basement,bedrooms,zipcode_98004,waterfront,floors,zipcode_98039,zipcode_98040,zipcode_98112,zipcode_98006,zipcode_98033,zipcode_98168,zipcode_98001,zipcode_98042,zipcode_98023
349.0,152.36092,7,152.36092,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
360.0,188.59309,7,112.41263,2.75,0,76.18046,3,0,0,1.0,0,0,0,0,0,0,0,0,0
350.0,235.04459,8,235.04459,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,1,0
208.0,91.97397,6,91.97397,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
250.275,73.39337,6,73.39337,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
435.0,73.39337,6,73.39337,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
270.0,167.2254,6,136.56741,1.75,0,30.65799,3,0,0,1.0,0,0,0,0,0,0,0,0,0
438.0,153.28995,7,153.28995,1.75,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
659.0,183.94794,8,183.94794,2.0,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
645.0,217.39302,7,121.70293,2.75,0,95.69009,4,0,0,1.0,0,0,0,0,0,0,0,0,0
685.1,259.19937,9,259.19937,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
350.0,260.1284,7,130.0642,3.0,2,130.0642,7,0,0,1.0,0,0,0,0,0,0,0,0,0
375.0,170.94152,6,170.94152,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
170.0,125.41905,7,125.41905,1.5,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
880.0,281.49609,9,281.49609,2.5,0,0.0,4,0,0,3.0,0,0,0,0,0,0,0,0,0
410.5,183.94794,8,183.94794,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
780.0,342.81207,10,342.81207,2.5,2,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
1225.0,346.713996,10,272.391596,4.5,0,74.3224,5,0,0,2.5,0,0,1,0,0,0,0,0,0
449.0,140.28353,8,140.28353,1.75,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
546.0,185.806,7,103.12233,1.75,0,82.68367,3,0,0,1.0,0,0,0,0,0,0,0,0,0
317.0,163.50928,7,98.47718,2.0,0,65.0321,3,0,0,1.0,0,0,0,0,0,0,0,0,0
276.9,117.98681,7,117.98681,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
399.0,243.40586,8,131.92226,2.0,0,111.4836,5,0,0,1.0,0,0,0,0,0,0,0,0,0
495.0,244.33489,8,157.00607,2.75,0,87.32882,5,0,0,1.0,0,0,0,0,0,0,0,0,0
258.0,210.88981,8,123.56099,1.75,0,87.32882,3,0,0,1.0,0,0,0,0,0,0,0,0,1
600.0,223.89623,7,180.23182,2.5,0,43.66441,2,0,0,1.0,0,0,0,0,0,0,0,0,0
265.0,104.05136,8,104.05136,2.75,0,0.0,3,0,0,3.0,0,0,0,0,0,0,0,0,0
321.0,281.49609,7,143.07062,2.75,0,138.42547,5,0,0,1.0,0,0,0,0,0,0,0,0,0
682.0,196.95436,7,159.79316,2.25,0,37.1612,5,0,0,1.5,0,0,0,0,0,0,0,0,0
295.7,159.79316,8,159.79316,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
609.0,199.74145,9,199.74145,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
995.0,406.91514,9,345.59916,4.5,3,61.31598,3,0,1,2.0,0,0,0,0,0,0,0,0,0
530.0,186.73503,8,186.73503,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
614.0,292.64445,8,173.72861,2.5,0,118.91584,5,0,0,2.0,0,0,0,0,0,0,0,0,0
390.0,232.2575,8,164.43831,2.5,0,67.81919,3,0,0,1.0,0,0,0,0,0,0,0,0,0
467.0,157.00607,7,157.00607,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
484.0,306.5799,8,191.38018,2.5,0,115.19972,6,0,0,1.0,0,0,0,0,0,0,0,0,0
340.0,115.19972,8,115.19972,2.5,0,0.0,3,0,0,3.0,0,0,0,0,0,0,0,0,0
302.495,204.3866,8,204.3866,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
532.5,150.50286,7,91.04494,1.75,0,59.45792,3,0,0,1.0,0,0,0,0,0,0,0,0,0
441.5,224.82526,8,165.36734,2.5,0,59.45792,3,0,0,2.0,0,0,0,0,0,0,0,0,0
470.0,248.98004,7,142.14159,2.5,3,106.83845,4,0,0,1.0,0,0,0,0,0,0,0,0,0
2300.0,394.83775,9,394.83775,3.25,0,0.0,4,1,0,2.0,0,0,0,0,0,0,0,0,0
590.0,222.9672,9,222.9672,2.5,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
320.0,213.6769,8,164.43831,1.75,0,49.23859,3,0,0,1.0,0,0,0,0,0,0,0,0,0
363.0,85.47076,8,74.3224,2.0,0,11.14836,2,0,0,2.0,0,0,0,0,0,0,0,0,0
747.5,218.32205,9,218.32205,2.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
750.0,244.33489,8,244.33489,2.5,0,0.0,2,0,0,2.0,0,0,0,0,0,0,0,0,0
831.0,201.59951,9,149.57383,3.0,0,52.02568,4,0,0,2.0,0,0,1,0,0,0,0,0,0
403.0,157.9351,7,157.9351,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
445.0,229.47041,7,229.47041,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
345.0,116.12875,7,116.12875,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
2260.0,288.92833,10,288.92833,3.5,0,0.0,3,1,0,1.0,0,0,0,0,0,0,0,0,0
371.025,142.14159,7,142.14159,2.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
355.0,89.18688,6,89.18688,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
270.0,115.19972,7,115.19972,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
425.0,226.68332,7,226.68332,2.75,1,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
364.808,215.53496,8,150.50286,1.75,0,65.0321,3,0,0,1.0,0,0,0,0,0,0,0,0,0
320.0,146.78674,8,111.4836,2.25,0,35.30314,3,0,0,1.0,0,0,0,0,0,0,0,0,0
325.0,275.271589,9,275.271589,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
350.0,229.47041,8,207.17369,2.25,0,22.29672,3,0,0,2.0,0,0,0,0,0,0,0,0,0
170.0,127.27711,6,127.27711,1.5,0,0.0,3,0,0,1.0,0,0,0,0,0,1,0,0,0
255.0,89.18688,6,89.18688,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
550.0,104.98039,7,81.75464,1.0,0,23.22575,3,0,0,1.0,0,0,0,0,0,0,0,0,0
835.0,458.01179,12,458.01179,4.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
420.0,106.83845,6,74.3224,1.0,0,32.51605,3,0,0,1.0,0,0,0,0,0,0,0,0,0
925.0,203.45757,8,203.45757,2.5,0,0.0,4,0,0,2.5,0,1,0,0,0,0,0,0,0
389.25,138.42547,7,86.39979,1.5,0,52.02568,2,0,0,1.0,0,0,0,0,0,0,0,0,0
748.0,241.5478,8,120.7739,2.5,0,120.7739,3,0,0,1.0,0,0,0,0,1,0,0,0,0
284.0,142.14159,7,111.4836,1.75,0,30.65799,3,0,0,1.0,0,0,0,0,0,0,0,1,0
588.0,156.07704,7,91.04494,2.0,0,65.0321,4,0,0,1.0,0,0,0,0,0,0,0,0,0
372.5,156.07704,7,156.07704,1.75,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
285.0,176.5157,7,176.5157,3.0,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,1,0
360.0,145.85771,7,145.85771,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
275.0,127.27711,7,106.83845,1.0,0,20.43866,3,0,0,1.0,0,0,0,0,0,0,0,0,0
428.0,125.41905,8,125.41905,2.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
847.0,279.63803,8,279.63803,2.5,0,0.0,6,0,0,2.0,0,0,0,0,0,0,0,0,0
316.0,93.83203,6,93.83203,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
375.0,190.45115,8,190.45115,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
533.0,155.14801,7,108.69651,1.0,0,46.4515,3,0,0,1.0,0,0,0,0,0,0,0,0,0
556.0,356.74752,11,356.74752,2.5,0,0.0,5,0,0,2.0,0,0,0,0,0,0,0,0,1
225.0,206.24466,7,111.4836,2.0,0,94.76106,4,0,0,1.0,0,0,0,0,0,0,0,1,0
537.25,240.61877,8,152.36092,2.5,0,88.25785,4,0,0,1.0,0,0,0,0,0,0,0,0,0
255.0,109.62554,7,109.62554,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
530.0,274.06385,7,274.06385,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
5300.0,686.55317,12,464.515,6.0,4,222.03817,6,0,1,2.0,0,1,0,0,0,0,0,0,0
595.0,199.74145,9,199.74145,2.75,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
548.0,195.0963,7,195.0963,2.0,0,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
234.975,153.28995,7,102.1933,1.75,0,51.09665,3,0,0,1.0,0,0,0,0,0,0,0,0,0
600.0,150.50286,9,132.85129,1.75,0,17.65157,3,0,0,2.5,0,0,0,0,0,0,0,0,0
432.0,162.58025,7,162.58025,1.0,0,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
455.0,128.20614,7,128.20614,1.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
279.95,140.28353,7,112.41263,1.75,0,27.8709,3,0,0,1.0,0,0,0,0,0,0,0,0,0
267.5,148.6448,7,148.6448,1.5,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
620.0,170.94152,8,170.94152,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
110.0,77.10949,6,77.10949,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
625.0,168.15443,8,133.78032,3.5,0,34.37411,3,0,0,2.0,0,0,0,0,0,0,0,0,0
389.0,84.54173,7,84.54173,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
1200.0,196.95436,9,196.95436,2.0,0,0.0,4,0,0,2.0,0,0,1,0,0,0,0,0,0
788.5,233.18653,8,233.18653,2.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
567.0,195.0963,8,148.6448,2.25,0,46.4515,5,0,0,1.0,0,0,0,0,1,0,0,0,0
515.0,249.90907,8,173.72861,2.25,2,76.18046,2,0,0,1.0,0,0,0,0,0,0,0,0,1
605.0,225.75429,8,147.71577,2.5,0,78.03852,4,0,0,1.0,0,0,0,0,0,0,0,0,0
430.0,227.798156,7,227.798156,3.75,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
805.0,143.99965,7,143.99965,1.75,1,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
567.5,193.23824,8,193.23824,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
647.5,119.84487,7,119.84487,1.75,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
495.0,171.87055,7,171.87055,1.75,0,0.0,2,0,0,2.5,0,0,0,0,0,0,0,0,0
825.0,313.08311,9,313.08311,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
435.0,253.62519,8,253.62519,2.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
445.95,120.7739,7,120.7739,1.75,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
960.0,282.42512,10,282.42512,2.75,0,0.0,5,0,0,2.0,0,0,0,1,0,0,0,0,0
780.0,226.68332,8,137.49644,3.0,0,89.18688,4,0,0,1.5,0,0,0,0,0,0,0,0,0
274.5,159.79316,8,122.63196,2.25,0,37.1612,3,0,0,1.0,0,0,0,0,0,0,0,0,1
729.953,300.07669,8,185.806,3.0,0,114.27069,5,0,0,1.5,0,0,0,0,0,0,0,0,0
464.95,111.4836,8,95.69009,1.5,0,15.79351,3,0,0,2.0,0,0,0,0,0,0,0,0,0
620.0,218.32205,8,218.32205,1.75,2,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
735.0,287.9993,9,287.9993,3.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
450.0,189.52212,8,130.0642,2.25,0,59.45792,4,0,0,1.0,0,0,0,0,0,0,0,0,0
450.0,185.806,7,116.12875,1.0,0,69.67725,4,0,0,1.5,0,0,0,0,0,0,0,0,0
842.5,200.67048,9,200.67048,2.5,0,0.0,4,0,0,2.5,0,0,0,0,0,0,0,0,0
360.0,183.01891,7,99.40621,2.0,0,83.6127,3,0,0,1.0,0,0,0,0,0,0,0,0,0
585.0,210.88981,8,210.88981,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
461.0,171.87055,7,106.83845,2.25,0,65.0321,3,0,0,1.0,0,0,0,0,1,0,0,0,0
345.0,125.41905,7,85.47076,1.0,0,39.94829,2,0,0,1.0,0,0,0,0,0,0,0,0,0
1075.0,304.72184,10,156.07704,2.5,0,148.6448,3,0,0,1.0,0,0,0,0,0,0,0,0,0
643.0,210.88981,8,210.88981,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
690.0,261.98646,9,261.98646,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
282.0,111.4836,7,111.4836,1.0,0,0.0,4,0,0,1.5,0,0,0,0,0,0,0,0,0
549.0,185.806,8,104.05136,1.75,0,81.75464,3,0,0,1.0,0,0,0,0,0,0,0,0,0
815.0,214.60593,9,144.92868,2.0,1,69.67725,3,0,0,2.0,0,0,0,0,0,0,0,0,0
2200.0,431.06992,8,265.70258,4.25,4,165.36734,5,0,1,2.0,0,0,0,0,0,0,0,0,0
700.0,216.46399,8,216.46399,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
933.399,366.03782,9,288.92833,2.5,0,77.10949,3,0,0,2.0,0,0,0,0,0,0,0,0,0
290.0,133.78032,7,133.78032,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
372.0,182.08988,7,124.49002,1.75,0,57.59986,4,0,0,1.0,0,0,0,0,0,0,0,0,0
450.0,116.12875,7,73.39337,1.75,0,42.73538,2,0,0,1.0,0,0,0,0,0,0,0,0,0
303.7,184.040843,8,184.040843,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
672.0,226.68332,9,226.68332,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
334.0,106.83845,6,106.83845,1.5,0,0.0,4,0,0,1.5,0,0,0,0,0,0,0,0,0
260.0,104.05136,6,104.05136,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
749.95,167.2254,8,92.903,1.75,0,74.3224,3,0,0,1.0,0,0,0,0,0,0,0,0,0
330.0,221.10914,8,221.10914,2.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
830.0,271.27676,8,198.81242,3.0,0,72.46433999999999,5,0,0,2.0,0,0,0,0,0,0,0,0,0
1131.0,259.19937,8,259.19937,2.25,3,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
320.0,144.92868,6,84.54173,1.0,0,60.38695,3,0,0,1.0,0,0,0,0,0,0,0,0,0
260.0,143.99965,7,143.99965,1.0,0,0.0,2,0,0,1.5,0,0,0,0,0,0,0,0,0
225.0,157.9351,6,90.11591,2.0,0,67.81919,3,0,0,1.0,0,0,0,0,0,0,0,0,0
279.2,59.45792,5,59.45792,1.0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,0
520.0,248.98004,8,189.52212,3.5,0,59.45792,4,0,0,2.0,0,0,0,0,0,0,0,0,0
505.0,172.79958,8,172.79958,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
234.0,138.42547,7,93.83203,1.75,0,44.59344,3,0,0,1.0,0,0,0,0,0,0,0,1,0
503.0,229.47041,9,229.47041,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
606.0,222.03817,8,161.65122,2.25,0,60.38695,4,0,0,1.0,0,0,0,0,1,0,0,0,0
433.5,114.27069,7,72.46433999999999,1.0,0,41.80635,3,0,0,1.0,0,0,0,0,0,0,0,0,0
250.0,263.84452,8,140.28353,1.5,0,123.56099,3,0,0,1.0,0,0,0,0,0,0,0,0,0
719.0,196.95436,9,196.95436,2.5,0,0.0,3,0,0,2.0,0,0,0,1,0,0,0,0,0
381.0,164.43831,8,164.43831,2.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
267.0,231.792985,8,231.792985,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,1,0,0
275.0,108.69651,7,81.75464,0.75,0,26.94187,1,0,0,1.0,0,0,0,0,0,0,0,0,0
651.0,254.55422,8,254.55422,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
439.0,97.54815,7,78.96755,1.0,0,18.5806,2,0,0,1.0,0,0,0,0,0,0,0,0,0
325.0,104.98039,7,104.98039,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
490.0,81.75464,7,81.75464,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
519.9,223.245909,9,223.245909,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
545.0,316.79923,9,316.79923,2.75,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
1062.5,494.24396,11,494.24396,4.0,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
542.0,176.5157,7,88.25785,1.75,0,88.25785,4,0,0,1.0,0,0,0,1,0,0,0,0,0
465.0,168.15443,7,168.15443,1.75,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
408.0,111.4836,8,111.4836,2.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
292.0,191.38018,8,191.38018,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
253.0,116.12875,7,116.12875,1.75,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
280.0,84.54173,6,84.54173,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
658.588,237.83168,10,237.83168,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
635.0,178.37376,8,111.4836,2.25,0,66.89016,4,0,0,1.0,0,0,0,0,0,0,0,0,0
439.0,208.10272,8,208.10272,2.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
300.0,117.05778,8,117.05778,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
345.0,126.34808,8,126.34808,1.5,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
283.5,195.0963,8,195.0963,2.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
425.0,196.02533,7,135.63838,1.0,0,60.38695,2,0,0,1.5,0,0,0,0,0,0,0,0,0
685.0,205.31563,8,144.92868,1.75,1,60.38695,3,0,0,1.0,0,0,0,0,1,0,0,0,0
750.0,219.25108,8,219.25108,2.5,0,0.0,3,0,0,2.0,0,0,0,1,0,0,0,0,0
245.0,118.91584,6,118.91584,1.5,0,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
585.444,254.55422,7,152.36092,3.75,2,102.1933,6,0,0,1.0,0,0,0,0,0,0,0,0,0
706.0,254.55422,9,254.55422,2.5,0,0.0,4,0,0,2.0,0,0,0,0,1,0,0,0,0
445.0,244.33489,7,170.01249,2.0,0,74.3224,4,0,0,1.5,0,0,0,0,0,0,0,0,0
241.0,153.28995,7,153.28995,2.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,1
1175.0,164.43831,8,164.43831,2.5,4,0.0,2,0,1,2.0,0,0,0,0,0,0,0,0,0
530.0,139.3545,7,97.54815,1.0,0,41.80635,3,0,0,1.5,0,0,0,0,0,0,0,0,0
350.0,132.85129,7,104.98039,1.5,0,27.8709,3,0,0,1.0,0,0,0,0,0,0,0,0,0
1700.0,296.36057,10,296.36057,3.75,4,0.0,4,0,1,2.0,0,0,0,0,0,0,0,0,0
389.0,118.91584,7,118.91584,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
799.0,222.03817,7,198.81242,2.75,0,23.22575,4,0,0,2.0,0,0,0,0,0,0,0,0,0
1400.0,375.32812,9,187.66406,2.5,3,187.66406,4,0,0,1.0,0,0,0,0,0,0,0,0,0
340.895,85.47076,7,85.47076,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
780.0,253.62519,9,253.62519,2.5,2,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
350.0,122.63196,7,122.63196,1.5,0,0.0,2,0,0,1.0,0,0,0,0,0,0,1,0,0
470.0,243.40586,7,243.40586,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
914.6,295.43154,11,295.43154,3.0,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
354.0,269.4187,8,269.4187,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,1,0
470.0,176.5157,6,176.5157,2.0,0,0.0,5,0,0,1.5,0,0,0,0,1,0,0,0,0
715.0,163.50928,7,107.76748,2.0,0,55.7418,3,0,0,1.0,0,0,0,0,0,0,0,0,0
265.0,70.60628,6,70.60628,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
2537.0,344.67013,10,256.41228,3.0,2,88.25785,4,0,0,2.0,0,0,0,0,0,0,0,0,0
640.0,142.14159,7,142.14159,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
290.0,184.87697,7,173.72861,1.75,0,11.14836,4,0,0,2.0,0,0,0,0,0,1,0,0,0
480.0,355.81849,8,197.88339,4.75,0,157.9351,5,0,0,1.0,0,0,0,0,0,0,0,0,0
535.0,189.52212,7,104.05136,2.0,1,85.47076,3,0,0,1.0,0,0,0,0,0,0,0,0,0
907.0,201.59951,8,201.59951,1.75,0,0.0,3,0,0,1.0,0,0,0,0,1,0,0,0,0
459.0,150.50286,7,101.26427,1.75,0,49.23859,3,0,0,1.0,0,0,0,0,0,0,0,0,0
1355.0,334.4508,9,214.60593,2.5,3,119.84487,3,0,0,1.0,0,0,0,0,0,0,0,0,0
264.95,136.56741,7,99.40621,1.5,0,37.1612,3,0,0,1.0,0,0,0,0,0,0,0,0,0
352.95,163.50928,6,163.50928,1.0,0,0.0,3,0,0,1.5,0,0,0,0,0,0,0,0,0
491.5,207.17369,8,140.28353,2.25,0,66.89016,3,0,0,1.0,0,0,0,1,0,0,0,0,0
1229.0,350.24431,10,262.91549,3.5,0,87.32882,4,0,0,2.0,0,0,0,0,0,0,0,0,0
369.5,111.4836,7,111.4836,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
566.0,194.16727,9,194.16727,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
290.0,139.3545,7,112.41263,2.25,0,26.94187,3,0,0,1.0,0,0,0,0,0,0,0,0,0
5350.0,743.224,12,624.30816,5.0,4,118.91584,5,1,0,2.0,0,0,0,0,0,0,0,0,0
180.0,80.82561,6,80.82561,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,1,0
215.0,93.83203,6,93.83203,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
302.0,93.83203,6,93.83203,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
352.5,172.79958,7,107.76748,1.75,0,65.0321,3,0,0,1.0,0,0,0,0,0,0,0,0,0
235.867,123.56099,5,123.56099,2.0,0,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
500.0,163.50928,8,163.50928,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
382.0,167.2254,7,167.2254,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
515.0,157.00607,7,91.97397,2.5,0,65.0321,5,0,0,1.5,0,0,0,0,0,0,0,0,0
250.0,61.31598,6,61.31598,1.0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,0
672.5,222.9672,7,116.12875,2.25,0,106.83845,3,0,0,1.5,0,0,0,0,0,0,0,0,0
755.0,280.56706,9,280.56706,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
707.5,139.3545,7,139.3545,1.0,2,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
459.0,144.92868,6,89.18688,2.0,0,55.7418,4,0,0,1.0,0,0,0,0,0,0,0,0,0
140.0,101.26427,7,101.26427,1.0,0,0.0,3,0,0,1.5,0,0,0,0,0,0,0,0,0
495.0,90.11591,7,90.11591,1.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,0
757.0,296.36057,9,296.36057,3.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
765.0,296.36057,9,296.36057,3.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
359.0,175.58667,7,175.58667,1.5,0,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
440.0,97.54815,6,97.54815,1.0,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
400.0,129.13517,7,105.90942,1.5,0,23.22575,4,0,0,1.0,0,0,0,0,0,0,0,0,0
652.0,157.9351,7,78.96755,2.0,0,78.96755,3,0,0,1.0,0,0,0,0,0,0,0,0,0
260.0,97.54815,7,97.54815,1.75,0,0.0,3,0,0,1.0,0,0,0,0,0,0,0,0,0
1328.0,310.29602,9,196.95436,3.0,2,113.34166,5,0,0,1.0,0,1,0,0,0,0,0,0,0
519.5,143.07062,6,143.07062,2.0,0,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
650.0,158.86413,7,144.92868,1.0,0,13.93545,3,0,0,1.5,0,0,0,0,0,0,0,0,0
280.0,195.0963,8,195.0963,2.25,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
515.0,160.72219,8,160.72219,1.75,0,0.0,4,0,0,1.0,0,0,0,0,0,0,0,0,0
400.0,139.3545,7,139.3545,2.25,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
652.1,221.10914,9,221.10914,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
235.0,202.52854,7,202.52854,3.0,0,0.0,6,0,0,2.0,0,0,0,0,0,0,0,0,0
701.0,170.94152,8,170.94152,1.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
640.0,217.485923,9,217.485923,2.5,0,0.0,4,0,0,2.0,0,0,0,0,0,0,0,0,0
455.8,157.00607,7,157.00607,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
504.75,231.32847,8,231.32847,2.5,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
483.0,226.68332,9,226.68332,3.0,0,0.0,3,0,0,2.0,0,0,0,0,0,0,0,0,0
